Order_ID,Order_Date,Customer_ID,Customer_Region,Customer_City,Product_Category,Product_Name,Supplier_Name,Shipping_Mode,Warehouse_Location,Quantity,Unit_Price,Total_Revenue,Expected_Delivery_Days,Actual_Delivery_Days,Delay_Days,Delivery_Status,Return_Status,Customer_Rating
ORD01646,2022-11-03,CUST2628,West,Mumbai,Electronics,Mobile,ReliableGoods,Sea,Delhi WH,14,3849.12,53887.68,3,8,5,Delayed,Not Returned,2
ORD01647,2023-06-24,CUST3661,South,Hyderabad,Sports,Football,MegaSource Inc,Air,Kolkata WH,2,1572.27,3144.54,6,8,2,Delayed,Returned,4
ORD01648,2022-12-01,CUST1328,North,Lucknow,Grocery,Pulses,FastSupply Co,Rail,Delhi WH,9,2485.67,22371.03,7,9,2,Delayed,Not Returned,4
ORD01649,2022-01-31,CUST4488,Central,Indore,Furniture,Bed,MegaSource Inc,Road,Kolkata WH,5,3992.72,19963.6,7,8,1,Delayed,Not Returned,3
ORD01650,2023-11-08,CUST2345,Central,Bhopal,Electronics,Laptop,ReliableGoods,Sea,Mumbai WH,1,1201.08,1201.08,6,7,1,Delayed,Not Returned,3
ORD01651,2022-01-20,CUST4491,Central,Nagpur,Electronics,Headphones,FastSupply Co,Road,Kolkata WH,3,1168.86,3506.58,9,10,1,Delayed,Not Returned,3
ORD01652,2023-04-14,CUST3762,South,Bangalore,Clothing,Jacket,MegaSource Inc,Sea,Kolkata WH,6,2777.7,16666.2,3,4,1,Delayed,Not Returned,3
ORD01653,2022-05-31,CUST4519,East,Kolkata,Sports,Football,FastSupply Co,Rail,Bangalore WH,5,2641.64,13208.2,9,9,0,On-Time,Returned,5
ORD01654,2023-06-13,CUST3185,West,Mumbai,Clothing,Jeans,FastSupply Co,Air,Hyderabad WH,5,1447.2,7236.0,9,7,-2,Early,Returned,5
ORD01655,2023-06-04,CUST2556,West,Ahmedabad,Clothing,Jacket,MegaSource Inc,Road,Hyderabad WH,1,1525.47,1525.47,4,6,2,Delayed,Not Returned,4
ORD01656,2023-11-07,CUST4908,Central,Nagpur,Electronics,Laptop,QuickMart Ltd,Air,Mumbai WH,17,1425.33,24230.61,3,5,2,Delayed,Not Returned,3
ORD01657,2023-08-17,CUST2297,West,Surat,Sports,Cricket Bat,MegaSource Inc,Sea,Mumbai WH,19,3868.98,73510.62,7,12,5,Delayed,Returned,2
ORD01658,2022-12-14,CUST3567,North,Chandigarh,Furniture,Sofa,ReliableGoods,Air,Hyderabad WH,14,3276.91,45876.74,8,8,0,On-Time,Not Returned,5
ORD01659,2023-08-02,CUST3943,North,Lucknow,Electronics,Mobile,QuickMart Ltd,Sea,Delhi WH,12,4170.47,50045.64,9,9,0,On-Time,Not Returned,5
ORD01660,2022-07-08,CUST4634,East,Kolkata,Electronics,Mobile,FastSupply Co,Sea,Bangalore WH,10,4878.59,48785.9,3,3,0,On-Time,Not Returned,5
ORD01661,2023-10-19,CUST4110,West,Pune,Electronics,Laptop,FastSupply Co,Air,Hyderabad WH,18,2397.11,43147.98,9,9,0,On-Time,Not Returned,4
ORD01662,2023-10-25,CUST2998,South,Chennai,Sports,Dumbbells,ReliableGoods,Sea,Bangalore WH,11,380.13,4181.43,4,7,3,Delayed,Not Returned,2
ORD01663,2023-04-24,CUST4573,West,Pune,Furniture,Bed,QuickMart Ltd,Road,Bangalore WH,2,288.06,576.12,5,5,0,On-Time,Not Returned,4
ORD01664,2023-10-09,CUST3216,South,Kochi,Furniture,Sofa,FastSupply Co,Road,Hyderabad WH,18,1513.54,27243.72,3,3,0,On-Time,Not Returned,5
ORD01665,2022-10-10,CUST1147,Central,Indore,Sports,Cricket Bat,FastSupply Co,Road,Mumbai WH,7,4666.1,32662.7,6,6,0,On-Time,Not Returned,4
ORD01666,2022-04-01,CUST3529,South,Bangalore,Clothing,T-Shirt,FastSupply Co,Rail,Delhi WH,15,2639.9,39598.5,5,5,0,On-Time,Not Returned,5
ORD01667,2022-03-19,CUST1280,Central,Nagpur,Grocery,Pulses,QuickMart Ltd,Air,Mumbai WH,11,1395.34,15348.74,9,10,1,Delayed,Not Returned,3
ORD01668,2023-03-06,CUST1961,North,Delhi,Electronics,Tablet,ReliableGoods,Rail,Hyderabad WH,18,2025.88,36465.84,6,9,3,Delayed,Not Returned,1
ORD01669,2023-07-07,CUST3585,West,Mumbai,Clothing,Shoes,SwiftVendors,Rail,Hyderabad WH,12,3013.05,36156.6,6,6,0,On-Time,Not Returned,4
ORD01670,2022-01-03,CUST3803,East,Patna,Furniture,Table,SwiftVendors,Rail,Hyderabad WH,6,3282.1,19692.6,6,6,0,On-Time,Not Returned,4
ORD01671,2023-03-10,CUST4772,West,Ahmedabad,Electronics,Laptop,MegaSource Inc,Road,Hyderabad WH,13,811.9,10554.7,3,3,0,On-Time,Not Returned,4
ORD01672,2023-08-30,CUST2177,Central,Nagpur,Sports,Yoga Mat,MegaSource Inc,Air,Delhi WH,16,4886.31,78180.96,7,7,0,On-Time,Not Returned,5
ORD01673,2023-12-03,CUST1931,West,Surat,Furniture,Wardrobe,FastSupply Co,Road,Mumbai WH,18,2746.62,49439.16,9,9,0,On-Time,Not Returned,5
ORD01674,2022-04-26,CUST4058,East,Patna,Sports,Football,SwiftVendors,Rail,Bangalore WH,10,721.66,7216.6,5,3,-2,Early,Not Returned,4
ORD01675,2023-09-07,CUST1370,Central,Raipur,Grocery,Sugar,ReliableGoods,Air,Kolkata WH,8,4473.49,35787.92,4,4,0,On-Time,Not Returned,4
ORD01676,2023-01-30,CUST2777,Central,Indore,Clothing,T-Shirt,FastSupply Co,Road,Bangalore WH,18,419.46,7550.28,7,7,0,On-Time,Not Returned,4
ORD01677,2022-04-23,CUST1403,East,Kolkata,Sports,Football,QuickMart Ltd,Air,Hyderabad WH,1,4543.29,4543.29,9,9,0,On-Time,Not Returned,5
ORD01678,2022-06-25,CUST4114,West,Mumbai,Grocery,Sugar,QuickMart Ltd,Air,Hyderabad WH,8,4983.0,39864.0,3,4,1,Delayed,Not Returned,3
ORD01679,2023-04-29,CUST3595,East,Kolkata,Furniture,Sofa,FastSupply Co,Air,Delhi WH,6,3517.14,21102.84,6,7,1,Delayed,Returned,3
ORD01680,2023-02-20,CUST3883,South,Bangalore,Sports,Cycle,ReliableGoods,Rail,Hyderabad WH,5,3863.71,19318.55,4,5,1,Delayed,Not Returned,4
ORD01681,2023-02-06,CUST4574,North,Chandigarh,Furniture,Wardrobe,ReliableGoods,Sea,Hyderabad WH,15,1719.65,25794.75,9,9,0,On-Time,Not Returned,5
ORD01682,2022-05-16,CUST1411,East,Kolkata,Sports,Yoga Mat,FastSupply Co,Sea,Kolkata WH,15,4710.81,70662.15,5,10,5,Delayed,Returned,1
ORD01683,2022-01-16,CUST2817,Central,Indore,Sports,Yoga Mat,FastSupply Co,Sea,Bangalore WH,2,2672.08,5344.16,9,9,0,On-Time,Not Returned,5
ORD01684,2023-07-25,CUST1681,South,Chennai,Sports,Dumbbells,ReliableGoods,Rail,Mumbai WH,1,3675.32,3675.32,7,7,0,On-Time,Not Returned,5
ORD01685,2022-02-03,CUST3842,North,Delhi,Clothing,Jacket,ReliableGoods,Sea,Hyderabad WH,11,4624.33,50867.63,8,8,0,On-Time,Not Returned,5
ORD01686,2023-06-28,CUST2226,East,Bhubaneswar,Electronics,Headphones,ReliableGoods,Rail,Bangalore WH,10,4877.14,48771.4,7,7,0,On-Time,Not Returned,5
ORD01687,2022-05-17,CUST4700,North,Jaipur,Electronics,Camera,ReliableGoods,Air,Kolkata WH,18,4174.36,75138.48,9,12,3,Delayed,Returned,1
ORD01688,2022-01-18,CUST1118,West,Ahmedabad,Clothing,Shoes,QuickMart Ltd,Rail,Delhi WH,18,1549.94,27898.92,4,11,7,Delayed,Not Returned,2
ORD01689,2022-09-03,CUST1188,Central,Indore,Electronics,Mobile,FastSupply Co,Sea,Mumbai WH,17,4834.41,82184.97,9,9,0,On-Time,Not Returned,4
ORD01690,2023-10-02,CUST2328,East,Bhubaneswar,Clothing,T-Shirt,SwiftVendors,Rail,Delhi WH,8,3159.19,25273.52,9,12,3,Delayed,Not Returned,2
ORD01691,2022-05-03,CUST4261,Central,Raipur,Clothing,Shoes,FastSupply Co,Rail,Kolkata WH,15,4656.68,69850.2,3,5,2,Delayed,Returned,3
ORD01692,2023-04-13,CUST1229,South,Bangalore,Furniture,Table,FastSupply Co,Rail,Bangalore WH,8,3396.72,27173.76,5,12,7,Delayed,Returned,3
ORD01693,2022-02-28,CUST2201,South,Chennai,Clothing,T-Shirt,MegaSource Inc,Sea,Mumbai WH,17,1570.83,26704.11,4,4,0,On-Time,Not Returned,4
ORD01694,2023-10-13,CUST2468,North,Lucknow,Clothing,Jeans,MegaSource Inc,Road,Mumbai WH,12,1881.62,22579.44,9,9,0,On-Time,Not Returned,5
ORD01695,2022-06-29,CUST2535,South,Bangalore,Sports,Yoga Mat,ReliableGoods,Road,Mumbai WH,8,2774.84,22198.72,6,6,0,On-Time,Not Returned,4
ORD01696,2023-03-08,CUST2764,South,Chennai,Sports,Football,QuickMart Ltd,Rail,Delhi WH,14,3960.57,55447.98,5,8,3,Delayed,Returned,1
ORD01697,2022-07-19,CUST1596,East,Bhubaneswar,Clothing,Saree,MegaSource Inc,Sea,Mumbai WH,4,1624.01,6496.04,7,7,0,On-Time,Not Returned,4
ORD01698,2023-11-20,CUST2000,Central,Indore,Sports,Dumbbells,FastSupply Co,Air,Bangalore WH,1,2919.67,2919.67,4,4,0,On-Time,Not Returned,4
ORD01699,2022-09-28,CUST3175,North,Chandigarh,Furniture,Chair,MegaSource Inc,Road,Kolkata WH,1,1760.84,1760.84,7,7,0,On-Time,Not Returned,4
ORD01700,2022-10-15,CUST2687,South,Kochi,Furniture,Table,QuickMart Ltd,Rail,Kolkata WH,19,4088.06,77673.14,9,9,0,On-Time,Not Returned,4
ORD01701,2022-10-03,CUST3318,Central,Nagpur,Clothing,Shoes,QuickMart Ltd,Sea,Mumbai WH,16,2360.3,37764.8,7,8,1,Delayed,Not Returned,3
ORD01702,2022-08-12,CUST3792,West,Mumbai,Sports,Dumbbells,ReliableGoods,Sea,Hyderabad WH,14,429.78,6016.92,7,10,3,Delayed,Not Returned,1
ORD01703,2022-11-30,CUST4246,East,Guwahati,Grocery,Flour,FastSupply Co,Air,Hyderabad WH,16,871.96,13951.36,3,4,1,Delayed,Not Returned,4
ORD01704,2023-09-02,CUST1737,South,Kochi,Electronics,Headphones,FastSupply Co,Air,Bangalore WH,5,352.47,1762.35,7,10,3,Delayed,Not Returned,3
ORD01705,2023-01-26,CUST1696,South,Chennai,Sports,Dumbbells,SwiftVendors,Air,Delhi WH,9,2521.55,22693.95,6,6,0,On-Time,Not Returned,5
ORD01706,2023-10-08,CUST1717,South,Kochi,Furniture,Wardrobe,ReliableGoods,Air,Mumbai WH,2,576.37,1152.74,6,6,0,On-Time,Not Returned,4
ORD01707,2023-10-29,CUST1323,Central,Nagpur,Furniture,Wardrobe,SwiftVendors,Air,Bangalore WH,18,614.99,11069.82,5,5,0,On-Time,Not Returned,5
ORD01708,2022-07-08,CUST3496,East,Bhubaneswar,Grocery,Sugar,ReliableGoods,Air,Kolkata WH,6,4708.19,28249.14,9,9,0,On-Time,Not Returned,5
ORD01709,2023-10-20,CUST4566,East,Guwahati,Clothing,Shoes,QuickMart Ltd,Air,Bangalore WH,9,4369.64,39326.76,8,8,0,On-Time,Not Returned,4
ORD01710,2022-09-17,CUST2566,Central,Nagpur,Grocery,Flour,FastSupply Co,Road,Mumbai WH,1,2287.83,2287.83,7,8,1,Delayed,Not Returned,3
ORD01711,2022-12-09,CUST3538,North,Jaipur,Grocery,Oil,MegaSource Inc,Air,Hyderabad WH,9,4929.74,44367.66,7,7,0,On-Time,Not Returned,4
ORD01712,2023-06-19,CUST3798,East,Patna,Electronics,Mobile,MegaSource Inc,Sea,Bangalore WH,16,50.92,814.72,4,6,2,Delayed,Not Returned,4
ORD01713,2023-11-28,CUST1986,Central,Nagpur,Furniture,Chair,FastSupply Co,Road,Hyderabad WH,13,3089.2,40159.6,3,3,0,On-Time,Not Returned,5
ORD01714,2023-05-12,CUST3038,Central,Indore,Grocery,Oil,SwiftVendors,Air,Delhi WH,9,3101.32,27911.88,8,8,0,On-Time,Not Returned,5
ORD01715,2022-01-07,CUST4738,South,Bangalore,Clothing,Jeans,MegaSource Inc,Sea,Kolkata WH,13,2314.34,30086.42,5,5,0,On-Time,Not Returned,4
ORD01716,2022-03-25,CUST3388,Central,Raipur,Sports,Cricket Bat,ReliableGoods,Sea,Hyderabad WH,9,2014.89,18134.01,8,8,0,On-Time,Not Returned,4
ORD01717,2022-07-02,CUST1586,South,Hyderabad,Clothing,Shoes,ReliableGoods,Rail,Bangalore WH,11,2304.15,25345.65,7,7,0,On-Time,Not Returned,5
ORD01718,2022-01-12,CUST1951,West,Pune,Electronics,Mobile,SwiftVendors,Air,Kolkata WH,4,2104.05,8416.2,4,4,0,On-Time,Not Returned,5
ORD01719,2022-10-30,CUST2888,Central,Raipur,Furniture,Table,QuickMart Ltd,Sea,Kolkata WH,2,3665.94,7331.88,9,9,0,On-Time,Returned,4
ORD01720,2023-11-09,CUST3612,East,Bhubaneswar,Clothing,Jeans,MegaSource Inc,Road,Hyderabad WH,6,720.01,4320.06,3,3,0,On-Time,Not Returned,4
ORD01721,2023-11-05,CUST2040,South,Chennai,Furniture,Bed,MegaSource Inc,Sea,Mumbai WH,14,1028.31,14396.34,9,9,0,On-Time,Not Returned,5
ORD01722,2022-05-27,CUST2882,West,Mumbai,Sports,Cricket Bat,SwiftVendors,Air,Hyderabad WH,4,943.57,3774.28,5,7,2,Delayed,Not Returned,3
ORD01723,2022-11-02,CUST2045,North,Lucknow,Sports,Yoga Mat,SwiftVendors,Air,Kolkata WH,6,1349.23,8095.38,8,9,1,Delayed,Not Returned,4
ORD01724,2022-06-16,CUST3731,North,Chandigarh,Sports,Cricket Bat,QuickMart Ltd,Air,Mumbai WH,19,2650.03,50350.57,5,5,0,On-Time,Not Returned,5
ORD01725,2023-11-05,CUST1038,North,Delhi,Clothing,T-Shirt,MegaSource Inc,Rail,Mumbai WH,6,600.48,3602.88,7,9,2,Delayed,Not Returned,4
ORD01726,2023-01-18,CUST4681,South,Kochi,Grocery,Oil,MegaSource Inc,Sea,Hyderabad WH,2,4347.44,8694.88,5,6,1,Delayed,Not Returned,4
ORD01727,2022-08-09,CUST4295,Central,Indore,Clothing,Shoes,ReliableGoods,Air,Kolkata WH,18,1521.94,27394.92,9,10,1,Delayed,Not Returned,3
ORD01728,2023-02-22,CUST2905,South,Kochi,Furniture,Bed,QuickMart Ltd,Road,Delhi WH,13,854.56,11109.28,4,4,0,On-Time,Not Returned,4
ORD01729,2023-09-03,CUST4691,North,Chandigarh,Grocery,Flour,SwiftVendors,Air,Kolkata WH,9,3394.33,30548.97,5,5,0,On-Time,Not Returned,5
ORD01730,2022-01-20,CUST2178,Central,Raipur,Grocery,Flour,ReliableGoods,Air,Mumbai WH,19,238.53,4532.07,6,7,1,Delayed,Not Returned,4
ORD01731,2023-08-23,CUST3775,West,Pune,Electronics,Headphones,MegaSource Inc,Rail,Mumbai WH,13,3118.84,40544.92,4,4,0,On-Time,Not Returned,5
ORD01732,2022-04-03,CUST3238,North,Lucknow,Sports,Yoga Mat,ReliableGoods,Air,Mumbai WH,11,3506.08,38566.88,8,15,7,Delayed,Returned,3
ORD01733,2022-06-09,CUST1647,East,Bhubaneswar,Clothing,Shoes,MegaSource Inc,Sea,Delhi WH,1,1113.84,1113.84,3,6,3,Delayed,Not Returned,3
ORD01734,2022-08-17,CUST1302,Central,Nagpur,Electronics,Laptop,MegaSource Inc,Air,Kolkata WH,7,257.72,1804.04,3,3,0,On-Time,Not Returned,4
ORD01735,2023-04-15,CUST2809,South,Bangalore,Furniture,Table,QuickMart Ltd,Road,Bangalore WH,15,1850.04,27750.6,7,7,0,On-Time,Not Returned,4
ORD01736,2023-01-08,CUST4871,South,Chennai,Electronics,Camera,ReliableGoods,Air,Mumbai WH,1,538.04,538.04,7,7,0,On-Time,Not Returned,4
ORD01737,2022-09-12,CUST2415,East,Guwahati,Sports,Cycle,SwiftVendors,Sea,Mumbai WH,12,626.57,7518.84,6,6,0,On-Time,Not Returned,4
ORD01738,2022-01-10,CUST3406,South,Kochi,Electronics,Tablet,ReliableGoods,Sea,Delhi WH,7,1308.59,9160.13,8,8,0,On-Time,Not Returned,5
ORD01739,2022-07-07,CUST2225,East,Bhubaneswar,Sports,Cycle,MegaSource Inc,Air,Bangalore WH,15,1512.57,22688.55,9,9,0,On-Time,Not Returned,5
ORD01740,2023-07-19,CUST3617,North,Jaipur,Grocery,Flour,ReliableGoods,Road,Bangalore WH,19,2673.35,50793.65,3,3,0,On-Time,Not Returned,4
ORD01741,2022-09-30,CUST4940,North,Jaipur,Electronics,Headphones,FastSupply Co,Air,Bangalore WH,1,3408.04,3408.04,3,3,0,On-Time,Not Returned,4
ORD01742,2023-08-07,CUST2737,South,Hyderabad,Furniture,Sofa,SwiftVendors,Sea,Bangalore WH,17,2984.22,50731.74,3,2,-1,Early,Returned,5
ORD01743,2023-04-08,CUST3827,Central,Bhopal,Electronics,Camera,MegaSource Inc,Road,Delhi WH,17,784.38,13334.46,9,9,0,On-Time,Not Returned,4
ORD01744,2023-02-19,CUST2024,South,Kochi,Furniture,Sofa,QuickMart Ltd,Rail,Hyderabad WH,3,901.83,2705.49,3,10,7,Delayed,Returned,3
ORD01745,2023-12-23,CUST2871,North,Chandigarh,Furniture,Wardrobe,MegaSource Inc,Air,Hyderabad WH,12,4399.91,52798.92,5,10,5,Delayed,Not Returned,1
ORD01746,2022-03-02,CUST4462,Central,Nagpur,Furniture,Chair,MegaSource Inc,Air,Mumbai WH,6,2813.84,16883.04,8,8,0,On-Time,Not Returned,4
ORD01747,2022-09-13,CUST2237,East,Patna,Clothing,Shoes,ReliableGoods,Rail,Kolkata WH,11,4356.19,47918.09,4,6,2,Delayed,Not Returned,3
ORD01748,2023-09-17,CUST1815,North,Jaipur,Clothing,Jeans,ReliableGoods,Rail,Kolkata WH,3,1889.16,5667.48,4,4,0,On-Time,Returned,5
ORD01749,2023-01-21,CUST2575,East,Bhubaneswar,Furniture,Table,SwiftVendors,Rail,Bangalore WH,8,3091.28,24730.24,6,7,1,Delayed,Not Returned,4
ORD01750,2023-10-27,CUST4495,West,Pune,Electronics,Headphones,QuickMart Ltd,Sea,Bangalore WH,14,2642.13,36989.82,5,5,0,On-Time,Not Returned,5
ORD01751,2023-04-05,CUST2979,Central,Bhopal,Electronics,Mobile,FastSupply Co,Rail,Kolkata WH,14,1629.66,22815.24,3,3,0,On-Time,Not Returned,4
ORD01752,2022-01-01,CUST1436,North,Jaipur,Grocery,Flour,MegaSource Inc,Road,Hyderabad WH,10,2376.08,23760.8,3,3,0,On-Time,Not Returned,5
ORD01753,2022-05-16,CUST1971,East,Kolkata,Clothing,Shoes,SwiftVendors,Sea,Kolkata WH,2,2537.33,5074.66,7,7,0,On-Time,Not Returned,5
ORD01754,2022-10-28,CUST2562,East,Kolkata,Grocery,Flour,QuickMart Ltd,Road,Bangalore WH,14,1043.82,14613.48,7,7,0,On-Time,Not Returned,4
ORD01755,2022-09-06,CUST3342,East,Guwahati,Electronics,Tablet,SwiftVendors,Air,Delhi WH,9,1609.3,14483.7,6,6,0,On-Time,Returned,4
ORD01756,2023-01-20,CUST2470,South,Chennai,Electronics,Headphones,MegaSource Inc,Road,Bangalore WH,3,3967.48,11902.44,3,3,0,On-Time,Not Returned,4
ORD01757,2022-11-22,CUST3354,South,Kochi,Clothing,T-Shirt,SwiftVendors,Air,Mumbai WH,8,4583.15,36665.2,6,6,0,On-Time,Not Returned,4
ORD01758,2022-05-17,CUST2211,West,Surat,Sports,Dumbbells,QuickMart Ltd,Air,Kolkata WH,16,1830.98,29295.68,5,5,0,On-Time,Not Returned,5
ORD01759,2023-12-08,CUST3864,West,Surat,Furniture,Bed,SwiftVendors,Sea,Delhi WH,2,1569.51,3139.02,4,4,0,On-Time,Not Returned,5
ORD01760,2022-11-12,CUST2209,East,Kolkata,Sports,Yoga Mat,QuickMart Ltd,Road,Delhi WH,6,1016.23,6097.38,3,3,0,On-Time,Not Returned,4
ORD01761,2022-02-13,CUST1089,South,Kochi,Grocery,Oil,QuickMart Ltd,Rail,Mumbai WH,12,3408.53,40902.36,8,8,0,On-Time,Not Returned,4
ORD01762,2022-12-27,CUST4399,Central,Indore,Electronics,Laptop,ReliableGoods,Rail,Bangalore WH,5,1649.34,8246.7,9,12,3,Delayed,Not Returned,2
ORD01763,2022-12-30,CUST3696,Central,Nagpur,Sports,Yoga Mat,FastSupply Co,Sea,Bangalore WH,2,4939.36,9878.72,5,5,0,On-Time,Not Returned,4
ORD01764,2022-08-16,CUST2621,East,Kolkata,Furniture,Bed,ReliableGoods,Sea,Hyderabad WH,16,1662.14,26594.24,3,4,1,Delayed,Not Returned,4
ORD01765,2023-12-17,CUST2124,South,Chennai,Sports,Yoga Mat,FastSupply Co,Sea,Hyderabad WH,5,2000.97,10004.85,9,9,0,On-Time,Not Returned,4
ORD01766,2023-03-12,CUST1033,Central,Indore,Furniture,Bed,SwiftVendors,Rail,Kolkata WH,15,3036.5,45547.5,8,13,5,Delayed,Returned,1
ORD01767,2022-09-19,CUST3318,South,Bangalore,Sports,Football,SwiftVendors,Sea,Kolkata WH,12,4018.34,48220.08,7,7,0,On-Time,Returned,5
ORD01768,2023-05-29,CUST4543,West,Pune,Furniture,Wardrobe,FastSupply Co,Air,Delhi WH,4,2374.12,9496.48,6,6,0,On-Time,Not Returned,5
ORD01769,2022-03-23,CUST3809,East,Patna,Sports,Dumbbells,SwiftVendors,Road,Bangalore WH,15,2142.15,32132.25,7,7,0,On-Time,Returned,5
ORD01770,2023-12-18,CUST4187,East,Patna,Electronics,Mobile,FastSupply Co,Air,Kolkata WH,11,4978.41,54762.51,4,4,0,On-Time,Not Returned,5
ORD01771,2023-06-30,CUST4050,South,Bangalore,Electronics,Tablet,SwiftVendors,Air,Delhi WH,16,101.94,1631.04,7,7,0,On-Time,Not Returned,4
ORD01772,2023-03-27,CUST4987,South,Chennai,Clothing,Saree,FastSupply Co,Rail,Delhi WH,6,4480.57,26883.42,3,3,0,On-Time,Not Returned,4
ORD01773,2023-01-12,CUST1200,North,Delhi,Furniture,Table,MegaSource Inc,Road,Delhi WH,14,788.25,11035.5,8,6,-2,Early,Not Returned,5
ORD01774,2022-10-13,CUST4729,Central,Indore,Grocery,Rice,SwiftVendors,Road,Mumbai WH,18,3940.33,70925.94,7,7,0,On-Time,Not Returned,4
ORD01775,2023-11-27,CUST3483,West,Ahmedabad,Clothing,Jeans,QuickMart Ltd,Sea,Hyderabad WH,12,3108.76,37305.12,3,3,0,On-Time,Not Returned,4
ORD01776,2022-01-17,CUST4052,Central,Nagpur,Furniture,Bed,QuickMart Ltd,Road,Mumbai WH,11,1742.14,19163.54,4,6,2,Delayed,Not Returned,4
ORD01777,2022-09-06,CUST3034,North,Jaipur,Sports,Yoga Mat,MegaSource Inc,Sea,Bangalore WH,13,4375.68,56883.84,9,9,0,On-Time,Returned,4
ORD01778,2023-02-14,CUST4411,South,Chennai,Sports,Dumbbells,ReliableGoods,Rail,Delhi WH,11,113.89,1252.79,8,11,3,Delayed,Returned,2
ORD01779,2023-12-20,CUST4703,Central,Indore,Sports,Football,FastSupply Co,Sea,Delhi WH,16,1172.12,18753.92,7,7,0,On-Time,Not Returned,5
ORD01780,2022-10-06,CUST4698,East,Guwahati,Grocery,Rice,MegaSource Inc,Sea,Bangalore WH,15,2856.12,42841.8,6,8,2,Delayed,Not Returned,4
ORD01781,2023-06-07,CUST2172,Central,Nagpur,Grocery,Pulses,MegaSource Inc,Sea,Kolkata WH,15,1790.13,26851.95,6,6,0,On-Time,Not Returned,5
ORD01782,2023-07-14,CUST4177,South,Kochi,Sports,Yoga Mat,SwiftVendors,Road,Mumbai WH,4,3071.37,12285.48,8,11,3,Delayed,Not Returned,2
ORD01783,2022-05-31,CUST4272,Central,Nagpur,Clothing,Saree,ReliableGoods,Air,Bangalore WH,11,169.35,1862.85,6,8,2,Delayed,Not Returned,3
ORD01784,2022-05-02,CUST1942,North,Lucknow,Furniture,Chair,SwiftVendors,Rail,Kolkata WH,19,626.47,11902.93,7,7,0,On-Time,Not Returned,4
ORD01785,2022-12-27,CUST3486,West,Surat,Electronics,Headphones,ReliableGoods,Air,Bangalore WH,15,679.13,10186.95,7,7,0,On-Time,Not Returned,4
ORD01786,2023-08-07,CUST4284,South,Chennai,Sports,Yoga Mat,QuickMart Ltd,Road,Kolkata WH,4,986.95,3947.8,8,8,0,On-Time,Returned,4
ORD01787,2023-04-08,CUST2443,East,Kolkata,Clothing,Shoes,SwiftVendors,Road,Kolkata WH,13,2323.69,30207.97,7,6,-1,Early,Not Returned,4
ORD01788,2023-05-26,CUST1897,North,Jaipur,Clothing,T-Shirt,MegaSource Inc,Sea,Bangalore WH,19,3773.04,71687.76,9,9,0,On-Time,Not Returned,5
ORD01789,2022-09-12,CUST3607,South,Hyderabad,Clothing,Shoes,ReliableGoods,Air,Hyderabad WH,2,4532.42,9064.84,3,3,0,On-Time,Not Returned,5
ORD01790,2023-06-15,CUST1778,East,Kolkata,Grocery,Sugar,FastSupply Co,Air,Bangalore WH,14,4185.09,58591.26,4,4,0,On-Time,Not Returned,5
ORD01791,2023-01-14,CUST3543,East,Patna,Sports,Cricket Bat,QuickMart Ltd,Air,Bangalore WH,4,1024.59,4098.36,9,9,0,On-Time,Not Returned,5
ORD01792,2022-10-11,CUST2026,South,Kochi,Furniture,Sofa,ReliableGoods,Rail,Bangalore WH,16,2233.7,35739.2,9,9,0,On-Time,Not Returned,5
ORD01793,2023-12-31,CUST3776,North,Lucknow,Electronics,Tablet,QuickMart Ltd,Sea,Hyderabad WH,14,1037.09,14519.26,6,5,-1,Early,Not Returned,4
ORD01794,2023-02-14,CUST4094,East,Bhubaneswar,Furniture,Bed,QuickMart Ltd,Sea,Delhi WH,15,1359.14,20387.1,3,3,0,On-Time,Not Returned,5
ORD01795,2023-02-25,CUST3952,West,Mumbai,Clothing,T-Shirt,FastSupply Co,Sea,Hyderabad WH,3,2542.56,7627.68,8,11,3,Delayed,Returned,2
ORD01796,2022-06-05,CUST4143,North,Lucknow,Sports,Yoga Mat,SwiftVendors,Air,Kolkata WH,8,387.14,3097.12,6,6,0,On-Time,Not Returned,5
ORD01797,2022-07-22,CUST3700,East,Kolkata,Grocery,Sugar,FastSupply Co,Rail,Bangalore WH,16,1129.96,18079.36,3,3,0,On-Time,Returned,4
ORD01798,2022-05-11,CUST3788,South,Hyderabad,Grocery,Rice,ReliableGoods,Rail,Delhi WH,10,4680.12,46801.2,7,7,0,On-Time,Not Returned,4
ORD01799,2022-08-25,CUST4433,South,Chennai,Clothing,Shoes,QuickMart Ltd,Air,Mumbai WH,4,2357.28,9429.12,8,8,0,On-Time,Not Returned,4
ORD01800,2023-03-15,CUST1560,North,Delhi,Grocery,Rice,FastSupply Co,Air,Delhi WH,18,2254.66,40583.88,8,7,-1,Early,Not Returned,4
ORD01801,2022-02-09,CUST3573,East,Guwahati,Furniture,Bed,MegaSource Inc,Air,Hyderabad WH,2,122.11,244.22,6,9,3,Delayed,Not Returned,2
ORD01802,2023-01-26,CUST1397,East,Patna,Grocery,Pulses,QuickMart Ltd,Air,Delhi WH,17,1274.63,21668.71,7,7,0,On-Time,Not Returned,4
ORD01803,2023-02-17,CUST4700,North,Jaipur,Sports,Cycle,ReliableGoods,Sea,Bangalore WH,13,4338.15,56395.95,6,6,0,On-Time,Not Returned,5
